id;titulo;fecha_publicación;num_páginas ;ranking;language_code;ratings_count;text_reviews_count;publisher
3444;The Tiger Rising;07/01/2002;128;3.82;eng;19133;2279;Candlewick Press
3445;Monsoon Summer;04/11/2006;257;3.82;eng;588;107;Laurel Leaf Library
3446;The Sun Also Rises;10/01/1984;247;3.82;eng;62;9;Scribner Book Company
3447;The Call of the Wild and Selected Stories: 100th Anniversary Ed.;11/01/1998;192;3.82;eng;54;12;Signet Classics
3448;Ring (Ring  #1);4/25/2004;282;3.82;eng;11396;742;Vertical
3449;Adventures of Huckleberry Finn;11/15/1977;352;3.82;eng;90;2;Laurel
3450;Castle Diary: The Journal of Tobias Burgess;7/14/2003;128;3.82;eng;1155;66;Candlewick
3451;Marsha Is Only a Flower (Marsha  #2);04/01/2000;48;3.82;eng;20;1;Random House Books for Young Readers
3452;Swords of Mars (Barsoom  #8);07/12/1979;191;3.82;eng;2812;61;Del Rey
3453;John Carter of Mars (Barsoom #11);07/12/1985;167;3.82;eng;3703;78;Del Rey
3454;I Heard That Song Before;04/03/2007;318;3.82;eng;545;69;Simon & Schuster
3455;Nighttime Is My Time;04/06/2004;434;3.82;eng;11739;485;Simon & Schuster Adult Publishing Group
3456;Sheer Mischief;08/02/2001;504;3.82;eng;2555;102;Headline Review
3457;Right Stuff  Wrong Sex: America's First Women in Space Program;10/26/2005;256;3.82;eng;36;9;Johns Hopkins University Press
3458;Whirlwind (Asian Saga  #6);12/02/1999;1231;3.82;eng;5626;164;Morrow
3459;Winter (Four Seasons  #4);6/30/2004;36;3.82;eng;7;1;Barron's Educational Series
3460;I Was a Teenage Fairy;05/03/2000;192;3.82;eng;6599;236;HarperTeen
3461;Secret for a Nightingale;10/12/1987;396;3.82;eng;1873;34;Ivy Books
3462;The Silk Vendetta;11/27/1988;373;3.82;eng;2261;47;Ivy Books
3463;Me Alquilo Para Soñar (Taller de Guión  #62);03/02/2004;224;3.83;spa;141;17;Debolsillo
3464;Utena: Revolutionary Girl 01;02/01/2003;192;3.83;ger;14;0;Carlsen
3465;L'Aube du désert;11/01/2002;288;3.83;fre;1;0;Albin Michel
3466;En attendant Godot;07/03/1995;124;3.83;fre;1751;74;Éditions de Minuit
3467;Motel Blues;4/15/2003;399;3.83;fre;17;3;Payot
3468;The Known World;6/15/2004;14;3.83;eng;55;12;HarperAudio
3469;Treasure Island;10/01/2004;213;3.83;eng;420;42;Sterling Children's Books
3470;Treasure Island;09/03/2002;272;3.83;eng;56;4;Gramercy Books
3471;Real Boys: Rescuing Our Sons from the Myths of Boyhood;05/10/1999;480;3.83;eng;1397;128;Owl Publishing Company
3472;Against the Odds: Tales of Achievement;11/01/1994;246;3.83;eng;928;27;Bantam Starfire
3473;The Illuminati Papers;12/11/1997;168;3.83;eng;710;22;Ronin Publishing (CA)
3474;The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1);06/01/2006;135;3.83;eng;1414;82;Disney Press
3475;The Bluebird and the Sparrow (Women of the West  #10);08/01/2006;251;3.83;eng;78;9;Bethany House Publishers
3476;Death of a Poison Pen (Hamish Macbeth  #19);01/01/2005;227;3.83;eng;3318;204;Warner Books
3477;The Dark Side Of Genius: The Life Of Alfred Hitchcock;8/30/1999;608;3.83;eng;990;97;Da Capo Press
3478;Fortune's Fool (Five Hundred Kingdoms  #3);2/27/2007;362;3.83;eng;7756;283;Luna Books
3479;Jinx High (Diana Tregarde  #3);09/05/2000;335;3.83;eng;3507;66;St. Martins Press-3PL
3480;Island of the Blue Dolphins;05/10/2005;4;3.83;eng;205;49;Listening Library (Audio)
3481;The Black Marble;09/02/1998;416;3.83;eng;936;45;Dell
3482;City of Glass: Douglas Coupland's Vancouver;05/01/2003;152;3.83;eng;807;40;Douglas & McIntyre
3483;Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays;07/01/1999;417;3.83;eng;18;1;Black Sparrow Press
3484;The Case of the Stinky Science Project (Jigsaw Jones  #9);03/01/2001;80;3.83;eng;162;11;Scholastic Paperbacks
3485;Keeping Faith: Memoirs of a President;07/01/1995;640;3.83;eng;247;13;University of Arkansas Press
3486;Data Structures and Algorithms in Java;08/01/2005;720;3.83;eng;151;8;Wiley
3487;Jade Star (Star  #4);06/01/2002;400;3.83;eng;896;19;Signet
3488;Sky The Blue Fairy (Rainbow Magic  #5);11/01/2005;80;3.83;eng;2267;82;Scholastic Paperbacks
3489;Avid Editing: A Guide for Beginning and Intermediate Users;3/17/2003;414;3.83;eng;5;0;Focal Press
3490;I Henry IV;4/22/2003;432;3.83;eng;89;11;W. W. Norton & Company
3491;Beatles: Every Little Thing;12/01/1998;224;3.83;eng;72;12;It Books
3492;Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Development;08/01/2005;464;3.83;eng;146;7;Berrett-Koehler Publishers
3493;Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War;9/17/2001;256;3.83;eng;91;11;Da Capo Press
3494;As You Like It;09/06/2005;2;3.83;eng;28;6;The Audio Partners
3495;Tortilla Flat;09/07/2000;154;3.83;eng;438;38;Penguin Classics
3496;Desert Dawn;06/01/2004;240;3.83;eng;2011;84;Virago UK
3497;Winston Churchill;10/14/2002;196;3.83;eng;821;91;Viking Books
3498;The Lost Continent: Travels in Small Town America;8/28/1990;299;3.83;eng;45712;2257;William Morrow Paperbacks
3499;The Known World;8/29/2006;388;3.83;eng;29686;2626;Amistad
3500;The Known World;6/15/2004;576;3.83;eng;22;3;Harper
3501;Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives;5/15/2006;334;3.83;eng;1456;82;FT Press
3502;The Air-Conditioned Nightmare;1/17/1970;292;3.83;eng;2699;142;New Directions
3503;Treasure Island;9/15/2001;311;3.83;eng;318753;6734;Kingfisher
3504;Treasure Island;06/01/2005;245;3.83;eng;5967;276;Simon & Schuster
3505;Treasure Island;07/01/2003;64;3.83;eng;104;14;Atheneum Books for Young Readers
3506;Best of London (Lonely Planet Best Of);09/01/2004;128;3.83;eng;11;0;Lonely Planet
3507;The Egypt Game;07/07/2009;215;3.83;eng;30231;1130;Turtleback Books
3508;Alcestis;02/01/1990;142;3.83;eng;1950;95;Oxford University Press  USA
3509;Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth;1/29/1998;336;3.83;eng;4;0;University of Pennsylvania Press
3510;Martin Chuzzlewit;11/25/1999;830;3.83;eng;13212;394;Penguin Classics
3511;Freedom Evolves;1/27/2004;368;3.83;eng;2324;88;Penguin
3512;The Physics of Star Trek;8/16/1996;188;3.83;eng;4774;178;ReganBooks
3513;A Sentimental Education;5/18/2000;464;3.83;eng;105;7;Oxford University Press
3514;Sentimental Education;02/05/2004;460;3.83;eng;13499;388;Penguin Classics
3515;Snow Falling On Cedars;10/21/1999;404;3.83;eng;588;46;Bloomsbury Publishing PLC
3516;The Wish Giver: Three Tales of Coven Tree;04/02/2019;192;3.83;eng;2201;218;HarperCollins
3517;The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community;8/18/1999;384;3.83;eng;608;78;Da Capo Press
3518;The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World;6/28/2005;392;3.83;eng;272;23;Ballantine Books
3519;Reversible Errors (Kindle County Legal Thriller #6);11/01/2003;553;3.83;eng;5073;222;Warner Vision
3520;Souvenir of Canada 2;05/10/2004;144;3.83;eng;332;9;Douglas  McIntyre
3521;Island;7/30/2002;354;3.83;eng;19668;1031;Harper Perennial Classics
3522;The Street Lawyer;4/26/2005;384;3.83;eng;89947;1813;Bantam
3523;Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3);6/13/2006;338;3.83;eng;61435;1290;Ember
3524;Beloved;06/08/2004;324;3.83;eng;282045;9004;Vintage
3525;The Antiquary;5/23/2002;528;3.83;eng;354;37;Oxford University Press
3526;Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage;5/21/1995;718;3.83;eng;304;8;Wings
3527;Crime and Punishment in America;10/15/1998;240;3.83;eng;69;11;Picador
3528;The Book of Lost Tales  Part One (The History of Middle-Earth  #1);06/01/1992;367;3.83;eng;10727;203;Del Rey/Ballantine Books
3529;After Henry;4/27/1993;320;3.83;eng;1205;100;Vintage
3530;Trial Run;09/07/2004;272;3.83;eng;2004;54;G.P. Putnam's Sons
3531;Death of an Outsider (Hamish Macbeth  #3);07/01/2005;194;3.83;eng;5757;321;Warner Books
3532;Sputnik Sweetheart;10/03/2002;229;3.83;eng;78434;3464;Vintage
3533;Mao: The Unknown Story;11/14/2006;801;3.83;eng;8035;640;Anchor Books
3534;Mary  Queen of Scots: Queen Without a Country;05/01/2002;202;3.83;eng;4825;148;Scholastic
3535;The Lost Continent:  Travels in Small-town America;01/02/1999;379;3.83;eng;729;78;Black Swan
3536;Stephen King from A to Z: An Encyclopedia of His Life and Work;3/31/1999;251;3.83;eng;53;2;Andrews McMeel Publishing
3537;Bold Land  Bold Love (Australian Trilogy  #1);08/01/1998;469;3.83;eng;225;16;Love Spell
3538;Haruki Murakami and the Music of Words;01/06/2005;462;3.83;eng;1444;68;Vintage
3539;Beloved;10/17/2006;360;3.83;eng;660;58;Everyman's Library
3540;The Known World;10/01/2004;388;3.83;eng;449;83;Harper Perennial
3541;Granta 85: Hidden Histories;05/07/2004;254;3.83;eng;34;4;Grove Press  Granta
3542;Insurgent Collective Action and Civil War in El Salvador;10/16/2003;332;3.83;eng;54;4;Cambridge University Press
3543;A Book of Blue Flowers;02/01/2006;327;3.83;eng;0;0;Timber Press (OR)
3544;A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember;04/08/2003;164;3.83;eng;509;81;Random House Trade
3545;King Henry IV  Part 1;11/07/2002;398;3.83;eng;17782;493;Bloomsbury Arden Shakespeare
3546;The Social Contract and The First and Second Discourses;02/08/2002;328;3.83;eng;63;2;Yale University Press
3547;The Quickie;07/02/2007;357;3.83;eng;32963;2132;Little  Brown and Company
3548;Honeymoon (Honeymoon  #1);01/01/2007;406;3.83;eng;34087;1809;Grand Central Publishing
3549;Changing Planes;08/01/2005;239;3.83;eng;3489;335;Ace
3550;The Lollipop Shoes (Chocolat  #2);05/02/2007;464;3.83;eng;200;27;Doubleday
3551;Up in a Heaval (Xanth #26);10/19/2003;342;3.83;eng;2364;25;Tor Fantasy
3552;The Midwife's Tale;03/02/2004;256;3.83;eng;705;99;Delta
3553;The Possessed;03/12/1964;190;3.83;eng;325;22;Vintage
3554;Case Histories (Jackson Brodie #1);10/17/2005;389;3.83;eng;67271;5246;Back Bay Books
3555;The Unexpected Guest: A Play In Two Acts;11/12/2010;100;3.83;eng;2813;167;Samuel French Ltd
3556;Cat Among the Pigeons (Hercule Poirot  #34);07/05/2005;352;3.83;eng;21230;735;Berkley
3557;Mrs. McGinty's Dead (Hercule Poirot  #30);07/01/2002;328;3.83;eng;572;74;HarperCollins Publishers
3558;Prey;11/01/1999;352;3.83;eng;812;51;Leisure Books
3559;Death of a Dreamer (Hamish Macbeth  #22);02/01/2006;247;3.83;eng;73;12;Mysterious Press
3560;The Robber Bride;1/20/1998;528;3.83;eng;34550;1679;Anchor
3561;Lobsters;08/11/2005;1;3.83;eng;158;5;AudioText
3562;The Mercy of Thin Air;6/20/2006;336;3.83;eng;4718;656;Washington Square Press
3563;Koba the Dread: Laughter and the Twenty Million;09/09/2003;306;3.83;eng;1182;110;Vintage
3564;Flush;10/04/1976;204;3.83;eng;3567;336;Mariner Books
3565;Treasure Island;03/01/2005;160;3.83;eng;798;39;Sterling
3566;The Italians: A Full-Length Portrait Featuring Their Manners and Morals;07/03/1996;352;3.83;eng;578;41;Touchstone
3567;Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour);11/01/1996;336;3.83;eng;646;11;Berkley
3568;The Murder Stone;8/31/2004;416;3.83;eng;1492;175;Bantam
3569;The Cambridge Companion to Schopenhauer;1/20/2000;494;3.83;eng;23;3;Cambridge University Press
3570;The Fortunate Pilgrim;9/28/2004;304;3.83;eng;3232;222;Ballantine Books
3571;Creatures of the Night;12/27/2004;46;3.83;eng;1706;171;Dark Horse Books
3572;Pretty Face  Vol. 1;08/07/2007;192;3.83;eng;494;40;VIZ Media LLC
3573;The Probable Future;06/01/2004;352;3.83;eng;11910;965;Ballantine Books
3574;Emma  Vol. 01;9/20/2006;183;3.83;eng;3515;339;CMX
3575;Size 14 Is Not Fat Either (Heather Wells  #2);11/28/2006;344;3.83;eng;27424;1038;William Morrow Paperbacks
3576;Junky;04/01/2003;208;3.83;eng;47105;1052;Penguin
3577;The Female Brain;08/01/2006;304;3.83;eng;8655;1203;Morgan Road Books
3578;Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions;5/15/2005;224;3.83;eng;443;29;New Page Books
3579;The Beasties;10/01/1999;208;3.83;eng;846;90;Puffin Books
3580;World's Fair;05/01/1996;304;3.83;eng;3178;229;Plume
3581;Man Who Tricked a Ghost;9/13/1997;32;3.83;eng;39;6;Troll Communications
3582;Treatise on Happiness;01/01/1984;224;3.83;eng;76;3;University of Notre Dame Press
3583;Making Democracy Work: Civic Traditions in Modern Italy;6/16/1994;280;3.83;eng;604;34;Princeton University Press
3584;Absolute C++;03/01/2007;943;3.83;eng;36;4;Addison Wesley
3585;The Analects;9/27/1979;249;3.83;eng;12131;319;Penguin Books Ltd
3586;The Analects of Confucius: A Philosophical Translation;09/07/1999;352;3.83;eng;180;16;Ballantine Books
3587;Analects;9/15/2003;312;3.83;eng;115;17;Hackett Publishing Company  Inc.
3588;Left Behind (Left Behind  #1);09/01/2000;342;3.83;eng;189090;3293;Tyndale House Publishers
3589;Deluxe Encyclopedia of Mandolin Chords;03/01/2000;72;3.83;eng;6;0;Mel Bay Publications  Inc.
3590;Notebooks of the Mind: Explorations of Thinking  Revised Edition;1/23/1997;288;3.83;eng;17;1;Oxford University Press  USA
3591;The Dain Curse;12/05/2002;256;3.83;eng;5558;268;Orion
3592;Inconceivable: A Woman's Triumph Over Despair and Statistics;10/09/2001;224;3.83;eng;170;25;Harmony
3593;A Memoir of Jane Austen and Other Family Recollections;12/05/2002;352;3.83;eng;892;33;Oxford University Press
3594;Henry IV  Part 1;01/01/2005;336;3.83;eng;1604;146;Simon  Schuster
3595;The Servants of Twilight;5/16/1991;499;3.83;eng;15666;209;Headline Feature
3596;Shakespeare's Champion (Lily Bard  #2);12/05/2006;214;3.83;eng;13896;537;Berkley Books
3597;Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season;09/06/2005;445;3.83;eng;4321;164;Scribner
3598;You Suck (A Love Story  #2);1/16/2007;328;3.83;eng;42028;2416;William Morrow
3599;Practical Demonkeeping (Pine Cove  #1);5/25/2004;256;3.83;eng;37206;1353;Perennial / William Morrow / HarperCollins
3600;The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good;03/01/2007;436;3.83;eng;4473;232;Penguin Books
3601;The Undomestic Goddess;4/25/2006;404;3.83;eng;235032;6613;Dial Press Trade Paperback
3602;Sunstorm (A Time Odyssey  #2);2/28/2006;356;3.83;eng;4049;154;Del Rey Books
3603;Through the Dark Labyrinth: A Biography of Lawrence Durrell;12/31/1997;480;3.83;eng;39;7;St. Martin's Press
3604;The Liberty Bell (Symbols of America);01/01/2003;40;3.83;eng;4;0;Cavendish Square Publishing
3605;Photography's Other Histories;4/24/2003;296;3.83;eng;24;2;Duke University Press Books
3606;Just Disgusting!;08/01/2002;180;3.83;eng;70;3;Pan Australia
3607;Let Down Your Hair;12/01/2004;144;3.83;eng;450;12;Scholastic Paperbacks
3608;Second Home: Finding Your Place in the Fun (Better Homes and Gardens);10/15/2000;216;3.83;eng;6;1;Better Homes and Gardens Books
3609;The Dogfather (A Dog Lover's Mystery  #15);02/03/2004;272;3.83;eng;320;20;Berkley
3610;The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3);03/01/2005;304;3.83;eng;2473;138;HarperTorch
3611;Full Blast (Full #4);4/19/2004;344;3.83;eng;12363;278;St. Martin's Paperbacks
3612;Full Speed (Full  #3);11/03/2003;344;3.83;eng;11280;223;Headline
3613;The Chessmen of Mars (Barsoom #5);01/01/2005;0;3.83;eng;5147;157;Tantor Media
3614;Turtle Moon;04/04/2002;275;3.83;eng;7545;388;Vintage
3615;Unearthly Neighbors;09/05/1984;208;3.83;eng;38;8;Random House Value Publishing
3616;The Currents of Space (Galactic Empire  #2);01/01/1952;192;3.83;eng;37;3;Fawcett crest
3617;As You Like It;8/23/2011;263;3.83;eng;62368;1291;Simon Schuster
3618;As You Like It;7/25/2006;449;3.83;eng;410;36;Bloomsbury Arden Shakespeare
3619;As You Like It (No Fear Shakespeare);6/22/2004;256;3.83;eng;265;36;SparkNotes
3620;Paris: After the Liberation 1944-1949;8/31/2004;464;3.83;eng;542;48;Penguin Books
3621;A Pirate Looks at Fifty;11/28/1999;420;3.83;eng;3036;216;Fawcett
3622;Yellow Back Radio Broke-Down;05/01/2000;177;3.83;eng;496;38;Dalkey Archive Press
3623;The Master;05/03/2005;339;3.83;eng;7299;771;Scribner
3624;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny;4/21/1999;208;3.83;eng;71133;3741;HarperOne
3625;The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised);12/31/2015;241;3.83;eng;781;93;Harper Element
3626;Maigret Loses His Temper (Maigret  #61);6/16/2003;144;3.83;eng;370;26;Mariner Books
3627;Haruki Murakami and the Music of Words;12/03/2005;326;3.83;eng;38;2;Harvill Press
3628;Sputnik Sweetheart;4/24/2001;210;3.83;eng;582;92;Alfred A. Knopf
3629;La caverna;02/01/2003;441;3.84;spa;842;69;Punto de Lectura
3630;El reino del dragón de oro;09/07/2004;432;3.84;spa;1189;51;HarperCollins Espanol
3631;El código Da Vinci (Robert Langdon  #2);10/17/2003;557;3.84;spa;3276;190;Umbriel
3632;Noches de tormenta;06/01/2006;190;3.84;spa;22;5;Roca Editorial
3633;Un café lejos de aquí;07/01/2006;283;3.84;spa;8;0;Tropismos
3634;El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil;10/01/2004;56;3.84;spa;20;2;Public Square Books
3635;Artemis Fowl (Artemis Fowl  #1);3/30/2006;286;3.84;spa;45;3;DEBOLS!LLO
3636;Jacques der Fatalist und sein Herr;01/01/1972;360;3.84;ger;22;0;Reclam  Ditzingen
3637;Artemis Fowl (Artemis Fowl  #1);05/01/2003;240;3.84;ger;428;24;List
3638;Da Vinci Code (Robert Langdon  #2);05/03/2005;744;3.84;fre;377;16;Pocket
3639;La mezzanine;11/18/1998;191;3.84;fre;6;1;Brilliance Audio
3640;A Tale of Two Cities;12/01/2003;429;3.84;eng;730;88;Barnes  Noble Classics
3641;Nights in Rodanthe;08/01/2004;212;3.84;eng;1596;157;Warner Books
3642;The Da Vinci Code (Robert Langdon  #2);3/28/2006;756;3.84;eng;3645;407;Random House Large Print
3643;Savage Sun (Outlanders  #3);10/24/1997;352;3.84;eng;95;3;Gold Eagle
3644;The Mystery of the Whispering Mummy (Alfred Hitchcock and The Three Investigators  #3);09/12/1985;185;3.84;eng;81;1;Random House Books for Young Readers
3645;The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4);3/15/1990;252;3.84;eng;1784;8;Tor Books
3646;The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles;09/05/2006;448;3.84;eng;635;57;Harper Paperbacks
3647;Blood Wedding and Yerma;05/01/1994;160;3.84;eng;885;32;Theatre Communications Group
3648;The Stress-free Habit: Powerful Techniques for Health & Longevity from the Andes  Yucatan & the Far East;05/01/1989;104;3.84;eng;17;1;Healing Arts Press
3649;Ruby the Red Fairy (Rainbow Magic  #1);05/01/2005;65;3.84;eng;4334;319;Scholastic Inc.
3650;The Aeneid (Verse Translation);1/15/1987;368;3.84;eng;19;2;Prentice Hall/Scribner/Macmillan
3651;Galapagos: World's End;05/01/1988;528;3.84;eng;31;7;Dover Publications
3652;Ragtime in Simla (Joe Sandilands  #2);7/25/2006;368;3.84;eng;60;10;Delta
3653;Dwight D. Eisenhower (The American Presidents  #34);11/05/2002;176;3.84;eng;248;30;Times Books
3654;A Tale of Two Cities;10/21/2004;409;3.84;eng;301;44;Barnes  Noble Classics
3655;First Meetings: In the Enderverse;03/01/2013;228;3.84;eng;69;2;Little  Brown Young Readers
3656;Agile Web Development with Rails: A Pragmatic Guide;7/28/2005;558;3.84;eng;1430;59;Pragmatic Bookshelf
3657;The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic;07/02/1991;249;3.84;eng;2766;64;Vintage
3658;God Emperor of Dune (Dune Chronicles  #4);6/15/1987;423;3.84;eng;2785;166;Ace Books
3659;Ruby Cookbook;7/29/2006;873;3.84;eng;166;4;O'Reilly Media
3660;The Brooklyn Follies;10/17/2006;306;3.84;eng;17977;1157;Picador
3661;The Da Vinci Code (Robert Langdon  #2);3/28/2006;489;3.84;eng;1679706;35877;Anchor
3662;The Da Vinci Code;3/28/2006;467;3.84;eng;1120;105;Broadway Books
3663;A Tale of Two Cities;05/01/2004;496;3.84;eng;131;28;Simon  Schuster
3664;A Tale of Two Cities;7/25/2004;409;3.84;eng;1343;183;Barnes & Noble Classics
3665;A Tale of Two Cities;3/18/1993;432;3.84;eng;39;9;Everyman's Library
3666;J.K.Rowling;09/01/2005;112;3.84;eng;127;10;Lerner Publications
3667;The Cave;10/15/2003;307;3.84;eng;7649;548;Mariner Books
3668;The Story of Mr Sommer;11/03/2003;128;3.84;eng;2061;104;Not Avail
3669;Harriet Spies Again (Harriet the Spy Adventures  #1);8/26/2003;256;3.84;eng;1360;52;Yearling
3670;Hard Freeze (Joe Kurtz  #2);9/15/2003;320;3.84;eng;734;44;Minotaur Books
3671;The Da Vinci Code;3/28/2006;489;3.84;eng;13934;1459;Anchor
3672;The Da Vinci Code (Robert Langdon  #2);3/28/2006;0;3.84;eng;91;16;Random House Audio
3673;The Log from the Sea of Cortez;1/18/2001;288;3.84;eng;3427;276;Penguin Books Ltd
3674;God Bless You  Dr. Kevorkian;5/22/2001;80;3.84;eng;12754;558;Washington Square Press
3675;Amber Brown Is Not a Crayon;09/07/2006;96;3.84;eng;4787;189;Puffin Books
3676;Choke;09/12/1996;352;3.84;eng;2288;96;HarperTorch
3677;Disgrace;8/30/2005;220;3.84;eng;61545;3916;Penguin Books
3678;Age of Iron;09/01/1998;198;3.84;eng;2976;207;Penguin Books
3679;The Da Vinci Code (Robert Langdon  #2);3/18/2003;522;3.84;eng;2780;334;Doubleday Publishing (NY)
3680;Creature;01/01/1997;416;3.84;eng;10047;152;Bantam
3681;The Beach House;05/01/2003;356;3.84;eng;74386;1674;Grand Central Publishing
3682;The Beach House;06/10/2002;358;3.84;eng;717;57;Little  Brown and Company
3683;First Meetings in Ender's Universe (Ender's Saga  #0.5);09/01/2004;212;3.84;eng;10475;496;Tor
3684;Rebekah (Women of Genesis  #2);3/27/2012;416;3.84;eng;7487;617;Forge
3685;The Road to Yesterday (Anne of Green Gables  #9);02/01/1993;403;3.84;eng;3106;115;Bantam Books
3686;West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11);10/20/1976;124;3.84;eng;3926;119;Harper & Row
3687;The Church and the Second Sex;01/03/1986;231;3.84;eng;129;7;Beacon Press
3688;The Beach;2/19/2001;112;3.84;eng;68;9;Longman
3689;A Clockwork Orange (Stage Play);03/10/2017;51;3.84;eng;28;2;Methuen Drama
3690;Best Science Fiction Stories of H. G. Wells;11/24/2011;320;3.84;eng;60;4;Dover Publications
3691;Crescent and Star: Turkey Between Two Worlds;09/04/2002;272;3.84;eng;797;116;Farrar  Straus and Giroux
3692;Blind Willow  Sleeping Woman: 24 Stories;10/15/2006;0;3.84;eng;28;3;Tantor Media
3693;Blind Willow  Sleeping Woman;8/29/2006;333;3.84;eng;22847;1280;Alfred A. Knopf
3694;Pearl and Wagner: Three Secrets;5/24/2004;48;3.84;eng;60;7;Dial
3695;Day (The Night Trilogy  #3);3/21/2006;109;3.84;eng;7332;465;Hill and Wang
3696;The Gardens of Emily Dickinson;10/01/2005;350;3.84;eng;54;13;Harvard University Press
3697;The Adventures of Augie March;10/03/2006;586;3.84;eng;14789;756;Penguin Classics
3698;The Nice and the Good;12/14/1978;362;3.84;eng;1539;90;Penguin Books
3699;The Aeneid;11/02/2006;486;3.84;eng;892;117;Viking
3700;The Aeneid;6/16/1990;442;3.84;eng;87406;1182;Vintage
3701;The Aeneid;3/27/2003;290;3.84;eng;996;96;Penguin Books Ltd
3702;Aeneid;3/15/2005;340;3.84;eng;319;27;Hackett Publishing Company  Inc.
3703;Strip Tease;03/01/2005;464;3.84;eng;12371;536;Grand Central Publishing
3704;The Bible Cure For Diabetes;8/19/1999;96;3.84;eng;21;1;Siloam
3705;The Celestine Prophecy: An Experiential Guide;07/06/1995;304;3.84;eng;120;11;Bantam
3706;See How They Run;07/08/1997;320;3.84;eng;48;1;Doubleday Books
3707;Writings on Art;4/28/2006;192;3.84;eng;102;8;Yale University Press
3708;The Master of Go;5/28/1996;189;3.84;eng;2821;199;Vintage
3709;Psyche in a Dress;09/01/2006;116;3.84;eng;2449;217;Joanna Cotler Books
3710;Sons (House of Earth  #2);01/01/2005;320;3.84;eng;3387;242;Moyer Bell and its subsidiaries
3711;The King of Elfland's Daughter;07/06/1999;240;3.84;eng;4918;427;Del Rey
3712;Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1);9/27/2005;370;3.84;eng;5701;215;Del Rey Books
3713;Shame of Man (Geodyssey  #2);10/01/1994;380;3.84;eng;18;0;Tor Books
3714;A Garden of Earthly Delights (Wonderland Quartet  #1);4/22/2003;406;3.84;eng;1448;138;Modern Library
3715;Lost World of Agharti: The Mystery of Vril Power;3/21/1996;232;3.84;eng;24;0;Souvenir Press
3716;Isaac Newton;06/08/2004;288;3.84;eng;5495;324;Vintage
3717;Friday;6/17/1997;384;3.84;eng;23064;476;Del Rey
3718;Ohio Class (Silent Service #5);7/25/2006;416;3.84;eng;44;4;Avon
3719;Jacques the Fatalist;9/16/1999;304;3.84;eng;4891;102;Oxford University Press
3720;Death of a Celebrity (Hamish Macbeth  #17);01/01/2003;274;3.84;eng;2977;183;Warner Books
3721;The State of the Art;08/01/2005;188;3.84;eng;46;6;Night Shade
3722;El Libertador: Writings of Simón Bolívar;5/15/2003;288;3.84;eng;7;1;Oxford University Press  USA
3723;Fighting Ruben Wolfe (Wolfe Brothers  #2);06/01/2002;224;3.84;eng;3105;223;Push
3724;Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49);10/01/2004;96;3.84;eng;262;14;Scholastic Paperbacks
3725;Floating Dragon;08/05/2003;595;3.84;eng;10727;140;Berkley
3726;Sudden Fiction: American Short-Short Stories;12/31/1983;264;3.84;eng;476;48;Gibbs Smith
3727;Invisible;11/28/2006;160;3.84;eng;2311;347;Simon Pulse
3728;Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History;10/01/2005;343;3.84;eng;157;5;Disinformation Company
3729;Existentialism and Human Emotions;12/01/2000;96;3.84;eng;4190;147;Citadel
3730;The Foretelling;09/01/2006;182;3.84;eng;2646;247;Little  Brown Books for Young Readers
3731;Boy Meets Boy;05/10/2005;185;3.84;eng;59799;3373;Alfred A. Knopf
3732;Astronomy For Dummies;05/06/2005;318;3.84;eng;285;27;Wiley Publishing  Inc.
3733;The Tristan Betrayal;10/17/2004;505;3.84;eng;5942;150;St. Martin's Paperbacks
